season,Team,conference,off_plays,off_drives,off_ppa,off_total_ppa,off_success_rate,off_explosiveness,off_power_success,off_stuff_rate,off_line_yds,off_line_yds_total,off_second_lvl_yds,off_second_lvl_yds_total,off_open_field_yds,off_open_field_yds_total,off_pts_per_opp,off_field_pos_avg_start,off_field_pos_avg_predicted_points,off_havoc_total,off_havoc_front_seven,off_havoc_db,off_standard_downs_rate,off_standard_downs_ppa,off_standard_downs_success_rate,off_standard_downs_explosiveness,off_passing_downs_rate,off_passing_downs_ppa,off_passing_downs_success_rate,off_passing_downs_explosiveness,off_rushing_plays_rate,off_rushing_plays_ppa,off_rushing_plays_total_ppa,off_rushing_plays_success_rate,off_rushing_plays_explosiveness,off_passing_plays_rate,off_passing_plays_ppa,off_passing_plays_total_ppa,off_passing_plays_success_rate,off_passing_plays_explosiveness,def_plays,def_drives,def_ppa,def_total_ppa,def_success_rate,def_explosiveness,def_power_success,def_stuff_rate,def_line_yds,def_line_yds_total,def_second_lvl_yds,def_second_lvl_yds_total,def_open_field_yds,def_open_field_yds_total,def_pts_per_opp,def_field_pos_avg_start,def_field_pos_avg_predicted_points,def_havoc_total,def_havoc_front_seven,def_havoc_db,def_standard_downs_rate,def_standard_downs_ppa,def_standard_downs_success_rate,def_standard_downs_explosiveness,def_passing_downs_rate,def_passing_downs_ppa,def_passing_downs_total_ppa,def_passing_downs_success_rate,def_passing_downs_explosiveness,def_rushing_plays_rate,def_rushing_plays_ppa,def_rushing_plays_total_ppa,def_rushing_plays_success_rate,def_rushing_plays_explosiveness,def_passing_plays_rate,def_passing_plays_ppa,def_passing_plays_success_rate,def_passing_plays_explosiveness,logo,color,alt_color,Conf,Div,Net.RP,X2021.Off.Adjust,X2021.Def.Adj,RP.Offense,RP.Defense,O.Pass,O.Recv,OL.Starts,OL.Played,O.Rush,D.Tackles,D.PD,D.INT,D.Sacks,D.TFL,TARP.O,TARP.D
2020,Cincinnati,American Athletic,662,124,0.3106183481,205.6293465,0.4667673716,1.369496297,0.6153846154,0.1887323944,3.045352113,1081,1.304225352,463,2.354929577,836,4.013157895,63.6,1.85,0.1586102719,0.1117824773,0.04682779456,0.7084592145,0.2520413894,0.4989339019,1.220735469,0.2915407855,0.452963393,0.3886010363,1.833630082,0.5362537764,0.2481151729,88.08088637,0.4338028169,1.258232031,0.4637462236,0.3828940068,117.5484601,0.5048859935,1.480042729,700,125,0.01548849409,10.84194586,0.3571428571,1.158783266,0.7297297297,0.1969230769,2.662769231,865,0.8738461538,284,0.7907692308,257,1.983050847,69.5,-1.421,0.1971428571,0.1185714286,0.07857142857,0.6542857143,-0.05358037205,0.403930131,0.9174153288,0.3457142857,0.1462056044,-7.83034942,0.2685950413,1.845753551,0.4642857143,0.05745321625,18.67229528,0.3938461538,0.9400973218,0.5357142857,-0.02088093179,0.3253333333,1.388224258,http://a.espncdn.com/i/teamlogos/ncaa/500/2132.png,#000000,#717073,AAC,E,8.5,6.5,2,0.86,0.72,0.96,0.67,1.00,1.00,0.63,0.71,0.74,0.69,0.77,0.67,0.86,0.72
2020,Clemson,ACC,889,163,0.3097036136,275.3265125,0.48143982,1.266451173,0.7236842105,0.1658031088,2.989637306,1154,1.186528497,458,1.564766839,604,4.319587629,69.7,1.421,0.151856018,0.0911136108,0.0607424072,0.7064116985,0.251242708,0.5318471338,1.064878461,0.2935883015,0.4503681682,0.3601532567,1.982677617,0.4341957255,0.2021132878,78.01572911,0.4870466321,0.9727691546,0.5658042745,0.3922679591,197.3107834,0.4771371769,1.496502087,768,160,0.07372733444,56.62259285,0.3502604167,1.346123311,0.696969697,0.2668393782,2.326165803,898,0.9559585492,369,1.21761658,470,2.564516129,73.1,-1.145,0.234375,0.1705729167,0.06380208333,0.6158854167,-0.004756745911,0.4080338266,1.108487905,0.3841145833,0.1995679107,61.58389721,0.2576271186,1.949592173,0.5026041667,-0.01285312009,-4.961304357,0.3134715026,1.057403144,0.4973958333,0.1612143906,0.387434555,1.582171556,http://a.espncdn.com/i/teamlogos/ncaa/500/228.png,#522D80,#F56600,ACC,A,2.5,-2.5,5,0.47,0.92,0.24,0.39,0.83,0.83,0.38,0.89,0.94,0.86,0.97,0.92,0.47,0.92
2020,Coastal Carolina,Sun Belt,796,133,0.3474327699,276.5564849,0.5050251256,1.255353221,0.7176470588,0.1763527054,3.183767535,1589,1.190380762,594,1.254509018,626,4.864197531,67,1.626,0.1331658291,0.08417085427,0.04899497487,0.7625628141,0.251372419,0.5189456343,1.093827037,0.2374371859,0.6559440559,0.4603174603,1.840189408,0.6268844221,0.205151337,102.3705172,0.4809619238,1.004187473,0.3731155779,0.5864847398,174.1859677,0.5454545455,1.627450626,761,132,0.1517459448,115.478664,0.4362680683,1.170237786,0.6481481481,0.179144385,3.126470588,1169,1.326203209,496,1.323529412,495,3.285714286,73.9,-1.117,0.1839684625,0.1300919842,0.05387647832,0.6833114323,0.08475736237,0.4769230769,1.012963987,0.3166885677,0.2962856249,32.12838237,0.3485477178,1.634569954,0.4914586071,0.2228617156,83.35028165,0.4545454545,1.136825328,0.5085413929,0.08301907589,0.4186046512,1.205300242,http://a.espncdn.com/i/teamlogos/ncaa/500/324.png,#007073,#876447,SUN,E,10,5,5,0.79,0.91,0.90,0.73,0.82,0.75,0.60,0.96,0.98,1.00,0.88,0.64,0.84,0.91
2020,Colorado,Pac-12,446,87,0.1239861512,55.29782342,0.3946188341,1.186888921,0.65,0.2310606061,2.596212121,685,0.9090909091,240,1.670454545,441,3.095238095,72.2,1.275,0.1547085202,0.09641255605,0.05829596413,0.6591928251,0.0322084985,0.4353741497,0.9119384359,0.3408071749,0.301503453,0.3157894737,1.920090215,0.5919282511,0.08295868184,21.901092,0.4128787879,0.9995052367,0.4080717489,0.1834985243,33.39673142,0.3681318681,1.491737005,408,84,0.1280155771,52.23035545,0.3651960784,1.490932089,0.6153846154,0.2625698324,2.573184358,461,1.240223464,222,3.033519553,543,3.152173913,70.4,-1.402,0.2181372549,0.1397058824,0.07843137255,0.625,-0.03993523645,0.3843137255,1.114645482,0.375,0.4079335996,36.17251031,0.3333333333,2.213992629,0.4387254902,0.08970863207,16.05784514,0.3519553073,1.374296935,0.5612745098,0.1579585603,0.3755458515,1.576374121,http://a.espncdn.com/i/teamlogos/ncaa/500/38.png,#d1c57e,#ffd200,P12,S,9.5,7,2.5,0.91,0.75,0.99,0.88,0.82,0.82,1.00,0.68,0.89,1.00,0.73,0.52,0.70,0.75
2020,Colorado State,Mountain West,272,58,0.01876452955,5.103952037,0.3382352941,1.333093142,0.5714285714,0.2827586207,2.248275862,326,0.875862069,127,1.075862069,156,3.296296296,68.2,1.528,0.2058823529,0.1470588235,0.05882352941,0.6286764706,-0.02345521034,0.3976608187,1.068843939,0.3713235294,0.0902454753,0.2376237624,2.081799219,0.5330882353,-0.04972411663,-7.209996911,0.3379310345,0.9552387106,0.4669117647,0.09696022794,12.31394895,0.3385826772,1.763671448,301,53,0.1346435873,40.52771976,0.3787375415,1.258519888,0.6206896552,0.2883435583,2.06809816,337,0.6748466258,110,0.7055214724,115,4.037037037,68.7,-1.463,0.1893687708,0.1594684385,0.02990033223,0.6212624585,0.02993402184,0.422459893,1.007197613,0.3787375415,0.3064040147,43.76933084,0.3070175439,1.825790166,0.5415282392,-0.01988718454,-3.24161108,0.3374233129,0.9542323792,0.4584717608,0.3171690641,0.4275362319,1.542177736,http://a.espncdn.com/i/teamlogos/ncaa/500/36.png,#004537,#ffc425,MW,M,2.5,3,-0.5,0.66,0.62,0.26,0.91,0.78,0.72,0.98,0.69,0.71,0.00,0.44,0.54,0.76,0.83
2020,Duke,ACC,746,139,0.1127258784,84.0935053,0.4048257373,1.255555276,0.7192982456,0.2070844687,2.55613079,938,0.9836512262,361,1.80653951,663,2.940298507,70.4,1.331,0.2171581769,0.1420911528,0.07506702413,0.6715817694,0.001734473874,0.4311377246,0.9934974666,0.3284182306,0.3396919751,0.3510204082,1.913746983,0.4919571046,0.121784894,44.6950561,0.4059945504,1.104030178,0.5080428954,0.1039536918,39.3984492,0.4036939314,1.403118933,710,143,0.2739885002,194.5318351,0.4309859155,1.425794381,0.7954545455,0.1572164948,3.315206186,1286,1.365979381,530,2.092783505,812,4.666666667,69.5,-1.475,0.1704225352,0.1169014085,0.05352112676,0.6845070423,0.1794009915,0.4732510288,1.174347134,0.3154929577,0.4792096127,71.24587161,0.3392857143,2.186753157,0.5464788732,0.3226694462,125.1957451,0.4742268041,1.209613458,0.4521126761,0.2219497558,0.3769470405,1.782099058,http://a.espncdn.com/i/teamlogos/ncaa/500/150.png,#001A57,#f1f2f3,ACC,C,-3,-2.5,-0.5,0.47,0.60,0.10,0.85,0.41,0.43,0.61,0.68,0.48,0.67,0.55,0.62,0.47,0.60
2020,East Carolina,American Athletic,575,113,0.102861721,59.14548959,0.4052173913,1.116684883,0.6571428571,0.2083333333,2.79375,805,1.152777778,332,1.444444444,416,3.203703704,71.7,1.333,0.2347826087,0.1408695652,0.09391304348,0.6973913043,0.1089593151,0.4663341646,0.9544347816,0.3026086957,0.08880921971,0.2643678161,1.776266817,0.5008695652,0.07478224355,21.53728614,0.3993055556,0.9737873123,0.4991304348,0.1310390364,37.60820345,0.4111498258,1.255949465,570,114,0.2282638699,130.1104058,0.4473684211,1.257510144,0.6315789474,0.1743421053,3.020723684,918,1.220394737,371,1.921052632,584,4.25,68,-1.558,0.1736842105,0.1087719298,0.0649122807,0.7157894737,0.1824161805,0.4975490196,1.111030019,0.2842105263,0.3437321244,67.89839419,0.3209876543,1.829346018,0.5333333333,0.2046447751,62.21201163,0.4144736842,1.201080304,0.4666666667,0.255257121,0.484962406,1.312627663,http://a.espncdn.com/i/teamlogos/ncaa/500/151.png,#4b1869,#f0907b,AAC,E,12,7,5,0.91,0.94,1.00,0.98,0.71,0.81,0.88,0.95,1.00,1.00,0.86,0.78,0.91,0.94
2020,Eastern Michigan,Mid-American,413,70,0.2397755959,99.0273211,0.4721549637,1.217223573,0.6764705882,0.2323232323,2.528282828,501,0.8888888889,176,1.015151515,201,4.945945946,65.6,1.71,0.186440678,0.1234866828,0.06295399516,0.6973365617,0.1564601767,0.5104166667,1.042987951,0.3026634383,0.4317343217,0.384,1.750820165,0.4794188862,0.1302302318,25.7855859,0.4343434343,1.020738239,0.5181598063,0.3497568354,74.84796277,0.5046728972,1.399827182,453,72,0.3008459738,136.2832262,0.5342163355,1.024560936,0.8292682927,0.1254752852,3.526235741,927,1.30418251,343,1.095057034,288,4.044444444,66.4,-1.629,0.119205298,0.08167770419,0.03752759382,0.7527593819,0.3152001723,0.6217008798,0.8947186167,0.2472406181,0.2571425659,64.27077741,0.2678571429,1.942113326,0.5805739514,0.2738115922,72.01244874,0.566539924,0.8572170812,0.4194260486,0.3382672495,0.4894736842,1.292670983,http://a.espncdn.com/i/teamlogos/ncaa/500/2199.png,#00331b,#f0f0f0,MAC,W,2.5,5,-2.5,0.77,0.52,1.00,0.67,0.62,0.56,0.99,0.65,0.50,0.00,0.39,0.46,0.87,0.85
2020,Florida,SEC,868,145,0.3348855045,290.6806179,0.5149769585,1.210359887,0.7924528302,0.1652892562,3.228099174,1172,1.093663912,397,1.046831956,380,4.505263158,71.6,1.278,0.1555299539,0.07949308756,0.07603686636,0.7315668203,0.256269825,0.5464566929,1.041616319,0.2684331797,0.5491385365,0.4291845494,1.795900069,0.418202765,0.1586923745,57.60533196,0.4628099174,0.8785079755,0.581797235,0.4615352196,233.0752859,0.5524752475,1.410184694,873,144,0.2532662344,221.1014226,0.470790378,1.210324334,0.7538461538,0.1603773585,3.270990566,1387,1.257075472,533,1.20754717,512,4.044117647,74,-1.12,0.156930126,0.09621993127,0.06071019473,0.7136311569,0.1768179743,0.5088282504,1.029689394,0.2863688431,0.4437752986,126.9109421,0.376,1.819486844,0.4856815578,0.2221473598,94.19048055,0.5023584906,0.8787000571,0.5143184422,0.2826524322,0.4409799555,1.567071663,http://a.espncdn.com/i/teamlogos/ncaa/500/57.png,#0021A5,#FA4616,SEC,E,-2,-3,1,0.44,0.68,0.05,0.52,0.60,0.73,0.85,0.61,0.71,0.75,0.79,0.70,0.44,0.68
2020,Florida Atlantic,Conference USA,518,92,0.1112778043,57.64190262,0.3938223938,1.266982782,0.6363636364,0.2083333333,2.908680556,838,1.121527778,323,1.666666667,480,3.073170732,71,1.306,0.2181467181,0.1486486486,0.0694980695,0.6370656371,0.04011851645,0.4424242424,1.013549374,0.3629343629,0.2361850649,0.3085106383,1.904935845,0.555984556,0.1490029402,42.91284677,0.4270833333,1.035356309,0.444015444,0.06403937325,14.72905585,0.352173913,1.618711871,523,90,0.08874258299,46.41237091,0.4091778203,1.137140569,0.696969697,0.1978417266,3.058273381,850,1.086330935,302,1.255395683,349,2.4,72.4,-1.261,0.1854684512,0.1338432122,0.05162523901,0.6787762906,0.04352883955,0.4535211268,0.9509375604,0.3212237094,0.184283529,25.06239856,0.3154761905,1.702776122,0.5315487572,0.07679846169,21.34997235,0.3992805755,0.9720623059,0.4684512428,0.1022955043,0.4204081633,1.315040444,http://a.espncdn.com/i/teamlogos/ncaa/500/2226.png,#004B85,#bb2f4c,CUS,E,3,5,-2,0.77,0.53,1.00,0.52,0.82,0.88,0.54,0.60,0.55,0.40,0.46,0.39,0.93,0.90
2020,Florida International,Conference USA,301,62,0.02351484001,7.077966843,0.3255813953,1.223994189,0.7777777778,0.1666666667,3.121153846,487,1.025641026,160,1.987179487,310,3.222222222,70.3,1.385,0.2126245847,0.1362126246,0.07641196013,0.6378737542,-0.01914663254,0.3697916667,1.124775255,0.3621262458,0.09866165405,0.247706422,1.484903239,0.5182724252,0.1891538232,29.50799642,0.3717948718,1.218115874,0.4817275748,-0.1546898591,-22.43002957,0.275862069,1.232517747,359,63,0.1978003127,71.01031227,0.43454039,1.137010298,0.71875,0.2075471698,2.718396226,576,1.283018868,272,2.075471698,440,4.027027027,72.3,-1.255,0.1727019499,0.1169916435,0.05571030641,0.6991643454,0.06322971273,0.4701195219,0.8656614995,0.3008356546,0.5105523553,34.48075139,0.3518518519,1.979619724,0.5905292479,0.1723092494,36.52956088,0.4481132075,1.012245699,0.4094707521,0.2345629346,0.4149659864,1.331315821,http://a.espncdn.com/i/teamlogos/ncaa/500/2229.png,#001538,#c5960c,CUS,E,9.5,5.5,4,0.82,0.82,1.00,1.00,0.32,0.44,1.00,0.75,0.94,1.00,0.80,0.68,0.82,0.82
2020,Florida State,ACC,637,112,0.1641639907,104.5724621,0.4191522763,1.208282129,0.8,0.1838006231,3.322429907,1067,1.482866044,476,1.912772586,614,3.192982456,71.7,1.247,0.1946624804,0.1193092622,0.07535321821,0.6577708006,0.104661777,0.491646778,0.9990973634,0.3422291994,0.2785283373,0.2798165138,1.914709371,0.5039246468,0.3708006299,119.0270022,0.5015576324,1.196614318,0.4960753532,-0.04574221555,-14.45454012,0.335443038,1.226003993,629,112,0.2677499683,168.4147301,0.4833068362,1.250418712,0.6923076923,0.2029411765,2.945,1001,1.264705882,430,1.676470588,570,4.014705882,68.1,-1.524,0.1414944356,0.09538950715,0.04610492846,0.7122416534,0.1486157866,0.5200892857,1.013328648,0.2877583466,0.5626235231,96.19965538,0.3922651934,2.028474838,0.5405405405,0.2175946614,73.98218486,0.4764705882,1.11283902,0.4578696343,0.3340265812,0.4895833333,1.42988991,http://a.espncdn.com/i/teamlogos/ncaa/500/52.png,#782F40,#ceb888,ACC,A,11,6,5,0.83,0.86,0.79,0.78,0.97,0.91,0.72,0.89,0.88,0.89,0.93,0.74,0.83,0.66
2020,Fresno State,Mountain West,459,79,0.2383920938,109.421971,0.4531590414,1.288058607,0.696969697,0.2291666667,2.730208333,524,0.9791666667,188,1.463541667,281,3.837209302,71,1.353,0.1546840959,0.1132897603,0.04139433551,0.6819172113,0.08946418753,0.4920127796,0.9963982657,0.3180827887,0.5576690435,0.3698630137,2.119830691,0.4183006536,0.1699738196,32.63497336,0.4270833333,1.069079497,0.5816993464,0.2875917517,76.78699769,0.4719101124,1.430568821,414,75,0.2203108843,91.20870611,0.3816425121,1.414849254,0.8421052632,0.1834862385,2.996788991,653,1.21559633,265,2.26146789,493,3.684210526,70.2,-1.38,0.1835748792,0.1328502415,0.05072463768,0.652173913,0.103827677,0.4185185185,1.16485694,0.347826087,0.438716898,29.04496517,0.3125,2.042607731,0.5265700483,0.285154775,62.16374094,0.4220183486,1.328518558,0.4734299517,0.1481885978,0.3367346939,1.535189012,http://a.espncdn.com/i/teamlogos/ncaa/500/278.png,#c41230,#231f20,MW,W,8.5,5,3.5,0.78,0.80,1.00,0.70,0.77,0.70,0.34,0.77,0.88,1.00,0.58,0.72,0.78,0.80
2020,Georgia,SEC,674,118,0.2272248191,153.1495281,0.440652819,1.293997475,0.78,0.1713483146,3.23005618,1150,1.151685393,410,1.224719101,436,3.611111111,63.7,1.809,0.1661721068,0.08456973294,0.08160237389,0.706231454,0.1542063861,0.4831932773,1.063052061,0.293768546,0.4027640823,0.3383838384,2.086795163,0.528189911,0.1943204372,69.17807564,0.4971910112,0.9148079939,0.471810089,0.2640611712,83.97145245,0.3773584906,1.853301959,651,119,0.1135338572,73.91054102,0.4116743472,1.091753535,0.75,0.191011236,2.575655431,688,0.7378277154,197,0.5730337079,153,3.018518519,70.6,-1.322,0.1827956989,0.1152073733,0.06758832565,0.6666666667,0.0975351004,0.4700460829,0.964992997,0.3333333333,0.1455313707,68.50737198,0.2949308756,1.495802751,0.4101382488,0.02900038284,7.743102218,0.3782771536,0.8451200831,0.5883256528,0.1788704229,0.4334203655,1.262486459,http://a.espncdn.com/i/teamlogos/ncaa/500/61.png,#CC0000,#000000,SEC,E,1,5.5,-4.5,0.80,0.42,0.90,0.90,0.43,0.63,0.99,0.58,0.26,0.00,0.52,0.49,0.80,0.42
2020,Georgia Southern,Sun Belt,810,152,0.2022810886,163.8476818,0.449382716,1.09267945,0.7027027027,0.1495176849,3.264790997,2031,1.099678457,684,1.742765273,1084,3.753424658,71.6,1.295,0.1333333333,0.0962962963,0.03703703704,0.749382716,0.2101862273,0.5123558484,0.9890753084,0.250617284,0.1786435557,0.2610837438,1.700620731,0.7679012346,0.234822194,146.0594047,0.459807074,1.042582238,0.2320987654,0.09461849511,17.78827708,0.414893617,1.276369225,821,152,0.1067335565,87.62824985,0.3873325213,1.210507758,0.6279069767,0.2639593909,2.412436548,951,1.060913706,418,0.8934010152,352,2.946666667,64.2,-1.763,0.1924482339,0.1144945189,0.07795371498,0.6455542022,0.04733001216,0.4396226415,1.030412298,0.3544457978,0.2149255787,56.21719957,0.2920962199,1.704181194,0.4799025579,0.07972347786,31.41105028,0.3934010152,1.025944937,0.5200974421,0.1316562051,0.3817330211,1.38601228,http://a.espncdn.com/i/teamlogos/ncaa/500/290.png,#003775,#f0f0f0,SUN,E,-1,-3,2,0.44,0.72,0.12,0.55,0.66,0.64,0.57,0.66,0.82,0.83,0.59,0.64,0.44,0.72
2020,Georgia State,Sun Belt,738,137,0.1866553092,137.7516182,0.4173441734,1.291931316,0.641509434,0.2174940898,2.771394799,1172,0.9338061466,395,1.163120567,492,4.552238806,65.6,1.684,0.174796748,0.1111111111,0.06368563686,0.6910569106,0.0892497978,0.4450980392,1.074878824,0.3089430894,0.4045360583,0.3552631579,1.900214228,0.5731707317,0.1540091381,65.14586541,0.4113475177,1.105838401,0.4268292683,0.2304944532,72.60575277,0.4253968254,1.533574357,730,139,0.149295323,108.9855858,0.4191780822,1.26003633,0.5744680851,0.2314814815,2.79845679,907,1.058641975,343,1.651234568,535,3.450704225,70.6,-1.37,0.2,0.1232876712,0.07671232877,0.6808219178,0.06118132425,0.4466800805,1.06078023,0.3191780822,0.3372466423,84.18394316,0.3605150215,1.786641739,0.4438356164,0.07654827982,24.80164266,0.4104938272,0.9666313597,0.5561643836,0.2073496137,0.4261083744,1.485602001,http://a.espncdn.com/i/teamlogos/ncaa/500/2247.png,#1e539a,#ebebeb,SUN,E,8.5,6.5,2,0.86,0.72,1.00,0.83,0.66,0.75,0.98,0.68,0.68,0.83,0.91,0.78,0.86,0.88
2020,Georgia Tech,ACC,682,131,0.1665009586,113.5536538,0.4325513196,1.233172527,0.6944444444,0.2433862434,2.955555556,1117,1.322751323,500,1.579365079,597,3.419354839,71.2,1.303,0.1979472141,0.1407624633,0.05718475073,0.6627565982,0.1072305027,0.4977876106,1.002978909,0.3372434018,0.2829802894,0.3043478261,1.973080586,0.5542521994,0.2162991805,81.76109023,0.4576719577,1.139934101,0.4442815249,0.1112288619,33.70234516,0.399339934,1.392455188,770,134,0.2289229439,176.2706668,0.4428571429,1.236787099,0.8148148148,0.1788413098,3.153400504,1252,1.191435768,473,1.488664987,591,3.460674157,69.3,-1.461,0.1519480519,0.1012987013,0.05064935065,0.6935064935,0.1434753812,0.4794007491,1.039536463,0.3064935065,0.4222661577,117.3925793,0.3601694915,1.830859604,0.5155844156,0.1483075251,58.87808745,0.4559193955,0.9052883723,0.4844155844,0.3147254137,0.4289544236,1.611795034,http://a.espncdn.com/i/teamlogos/ncaa/500/59.png,#A28D5B,#003057,ACC,C,10.5,7,3.5,0.91,0.79,0.96,0.91,0.86,0.85,0.99,0.79,0.82,1.00,0.83,0.61,0.84,0.79
2020,Hawai'i,Mountain West,634,112,0.2137683027,135.5291039,0.4069400631,1.304726306,0.71875,0.1877133106,2.924573379,857,1.129692833,331,1.440273038,422,3,69,1.47,0.1624605678,0.1167192429,0.04574132492,0.6498422713,0.115741356,0.4514563107,1.040029696,0.3501577287,0.3956921857,0.3243243243,1.988525884,0.4621451104,0.2347529261,68.78260736,0.4266211604,1.183941973,0.5378548896,0.1957375265,66.74649653,0.3900293255,1.418245416,640,112,0.1784513777,114.2088817,0.4296875,1.291891038,0.8918918919,0.2188365651,2.941828255,1062,1.168975069,422,1.576177285,569,3,64,-1.792,0.17421875,0.11015625,0.0640625,0.675,0.1363001563,0.4861111111,1.056185003,0.325,0.2659962221,41.29754446,0.3125,2.053402842,0.5640625,0.2019704633,72.91133724,0.459833795,1.08723123,0.4359375,0.1480198726,0.3906810036,1.603574782,http://a.espncdn.com/i/teamlogos/ncaa/500/62.png,#003420,#ffffff,MW,W,4.5,2.5,2,0.63,0.73,1.00,0.26,0.76,0.55,0.48,0.74,0.83,0.58,0.78,0.56,0.79,0.93
2020,Houston,American Athletic,586,100,0.1736808974,101.7770059,0.4317406143,1.198382249,0.7,0.1890909091,3.032,834,1.098181818,302,0.8072727273,222,3.5,71.3,1.301,0.1655290102,0.1023890785,0.06313993174,0.6706484642,0.05508943301,0.4707379135,0.9218312724,0.3293515358,0.415165071,0.3523316062,1.950763583,0.4692832765,0.1349729466,37.11756033,0.4290909091,0.9863089617,0.5307167235,0.2079081851,64.65944556,0.4340836013,1.383750011,549,101,0.2129380591,116.9029945,0.4061930783,1.436357534,0.675,0.2534722222,2.621180556,755,1.114583333,321,1.711805556,493,3.622641509,71.6,-1.264,0.1803278689,0.1238615665,0.05646630237,0.6575591985,0.1940118977,0.459833795,1.290862309,0.3424408015,0.249280316,74.68712611,0.3031914894,1.860080468,0.5245901639,0.1465828762,42.21586835,0.3888888889,1.241827287,0.4754098361,0.2861575713,0.4252873563,1.632640305,http://a.espncdn.com/i/teamlogos/ncaa/500/248.png,#C90822,#231f20,AAC,W,1.5,2,-0.5,0.60,0.60,0.96,0.53,0.30,0.36,0.32,0.59,0.67,0.67,0.40,0.53,0.77,0.70
2020,Illinois,Big Ten,513,95,0.1304680358,66.93010239,0.3801169591,1.327187272,0.75,0.2084690554,2.912052117,894,1.169381107,359,1.602605863,492,2.916666667,72.2,1.255,0.1578947368,0.1072124756,0.05068226121,0.6452241715,0.08769014988,0.4320241692,1.086035843,0.3547758285,0.2082673779,0.2857142857,1.990353703,0.5984405458,0.1515552982,46.52747654,0.4267100977,1.110425075,0.4015594542,0.09904187306,20.40262585,0.3106796117,1.770872394,567,93,0.3163851126,179.3903589,0.5097001764,1.141146187,0.7857142857,0.1636904762,3.487202381,1172,1.416666667,476,1.714285714,576,4.442307692,73,-1.202,0.1428571429,0.102292769,0.0405643739,0.7477954145,0.2945899328,0.570754717,1.017348713,0.2522045855,0.3810085829,97.19795561,0.3286713287,1.778571478,0.5925925926,0.2446202477,82.19240324,0.505952381,0.9106955932,0.4074074074,0.4207703706,0.5151515152,1.470361321,http://a.espncdn.com/i/teamlogos/ncaa/500/356.png,#f77329,#E84A27,B1G,W,5,6,-1,0.84,0.59,1.00,0.72,0.80,0.80,0.90,0.68,0.56,0.57,0.42,0.47,0.84,0.59
2020,Indiana,Big Ten,558,102,0.1143819874,63.825149,0.3906810036,1.137477823,0.7551020408,0.1915708812,2.417241379,631,0.724137931,189,0.5363984674,140,3.882352941,71.3,1.332,0.1379928315,0.07885304659,0.05913978495,0.6577060932,0.02915699032,0.4250681199,0.9434073865,0.3422939068,0.2781389191,0.3246073298,1.625784083,0.4677419355,0.003130114981,0.8169600101,0.3908045977,0.8074736428,0.5322580645,0.2121487845,63.00818899,0.3905723906,1.427653913,545,101,0.1281277613,69.82962993,0.4165137615,1.192393737,0.6551724138,0.1352459016,3.275409836,799,1.163934426,284,1.266393443,309,2.553191489,73.5,-1.176,0.1908256881,0.09724770642,0.09357798165,0.6752293578,0.06689060124,0.4619565217,0.9986812264,0.3247706422,0.2554456987,41.177332,0.3220338983,1.770132804,0.447706422,0.1258757822,30.71369085,0.4057377049,0.9765800599,0.5504587156,0.1372577733,0.4233333333,1.386246813,http://a.espncdn.com/i/teamlogos/ncaa/500/84.png,#7D110C,#eeedeb,B1G,E,7.5,5.5,2,0.81,0.73,1.00,1.00,0.29,0.45,1.00,0.77,0.65,0.60,0.76,0.86,0.81,0.73
2020,Iowa,Big Ten,540,103,0.1802161806,97.31673755,0.45,1.08562651,0.84375,0.1971830986,2.841197183,807,1.133802817,322,1.404929577,399,3.945454545,67.1,1.656,0.137037037,0.09259259259,0.04444444444,0.6944444444,0.1649891305,0.528,0.9187022735,0.3055555556,0.2148231127,0.2727272727,1.820093152,0.5259259259,0.177337174,50.36375742,0.4683098592,0.9775793104,0.4740740741,0.1834100786,46.95298013,0.4296875,1.216265397,572,103,0.03925237645,22.45235933,0.3968531469,0.9552033698,0.6363636364,0.202166065,2.66101083,737,0.7292418773,202,0.3898916968,108,3.166666667,73.4,-1.175,0.1748251748,0.1118881119,0.06293706294,0.6853146853,-0.02674345933,0.4260204082,0.8492620394,0.3146853147,0.182976641,27.81900831,0.3333333333,1.250073406,0.4842657343,0.004536820133,1.256699177,0.3935018051,0.7689674564,0.513986014,0.09462247723,0.3979591837,1.193479148,http://a.espncdn.com/i/teamlogos/ncaa/500/2294.png,#000000,#ffe100,B1G,W,2.5,2.5,0,0.63,0.63,1.00,0.43,0.32,0.53,0.65,0.59,0.76,0.64,0.50,0.54,0.68,0.68
