,season,team,conference,off_plays,off_drives,off_total_ppa,successful_plays,off_success_rate,off_line_yds_total,off_second_lvl_yds_total,off_open_field_yds_total,off_havoc_plays,off_havoc_total,off_standard_downs,off_standard_downs_rate,off_standard_down_ppa_total,off_standard_down_success,off_standard_downs_success_rate,off_standard_downs_explosiveness,off_passing_downs,off_passing_downs_rate,off_passing_down_ppa,off_passing_down_successes,off_passing_downs_success_rate,off_passing_downs_explosiveness,off_rushing_plays,off_rushing_plays_rate,off_rushing_plays_total_ppa,successful_rushes,off_rushing_plays_success_rate,off_rushing_plays_explosiveness,off_passing_plays,off_passing_plays_rate,off_passing_plays_total_ppa,successful_passes,off_passing_plays_success_rate,off_passing_plays_explosiveness,def_plays,def_drives,def_total_ppa,def_successful_def_downs,def_success_rate,def_explosiveness,def_line_yds_total,def_second_lvl_yds_total,def_open_field_yds_total,def_havoc_plays,def_havoc_total,def_standard_downs,def_standard_downs_rate,def_standard_down_ppa_total,def_standard_down_successful_plays,def_standard_downs_success_rate,def_standard_downs_explosiveness,def_passing_downs,def_passing_downs_rate,def_passing_downs_total_ppa,def_passing_down_successes,def_passing_downs_success_rate,def_passing_downs_explosiveness,Def_rushing_plays,def_rushing_plays_rate,def_rushing_plays_total_ppa,def_successful_rushes,def_rushing_plays_success_rate,def_rushing_plays_explosiveness,def_passing_plays,def_passing_plays_rate,def_passing_plays_ppa,def_passing_successes,def_passing_plays_success_rate,def_passing_plays_explosiveness
115,2020,UTEP,Conference USA,5310,944,918.8183015,2240,0.4218455744,8506,3022,3757,859.5,0.1618644068,3640,0.6854990584,404.9347892,1697,0.4662087912,9.14590994,1670,0.3145009416,513.8835123,543,0.3251497006,17.30363066,2851,0.5369114878,391.5770415,1233,0.4324798316,8.743508362,2458,0.4629001883,528.8575503,1006,0.409275834,13.99695117,5230,947,1048.909339,2227,0.4258126195,11.24554574,8591,3077,4390,827,0.158126195,3581,0.6847036329,527.4510866,1707,0.4766824909,9.430311976,1649,0.3152963671,565.8399833,520,0.3153426319,17.22207193,2801,0.5355640535,484.6856463,1221,0.4359157444,9.400684624,2428,0.4642447419,254.7156455,1005,0.4139209226,13.47005518
116,2020,UT San Antonio,Conference USA,6716,1184,1096.678081,2790,0.4154258487,9916,3578,3995,1118.5,0.1665425849,4519,0.6728707564,345.1958267,2072,0.4585085196,10.91559382,2197,0.3271292436,751.4822546,718,0.3268092854,21.34001095,3451,0.5138475283,368.8571119,1465,0.4245146334,10.68262515,3263,0.4858546754,731.120659,1323,0.4054551027,17.03276544,6793,1187,1536.094715,2994,0.4407478286,13.7634746,11546,4222,5710,1026,0.1510378331,4708,0.6930663919,816.899832,2304,0.4893797791,11.51389948,2085,0.3069336081,805.4147753,690,0.3309352518,21.21898539,3686,0.5426174003,730.6799393,1659,0.450081389,11.45240598,3107,0.4573825997,253.2656018,1335,0.4296749276,16.61179187
117,2020,Vanderbilt,SEC,6372,1103,1225.258695,2869,0.4502510986,9068,3301,3567,1058,0.1660389203,4505,0.7069993723,535.0186351,2238,0.4967813541,9.482878587,1867,0.2930006277,690.2400596,631,0.3379753615,19.3471593,3036,0.4764595104,475.0849747,1382,0.4552042161,9.411834227,3335,0.523383553,752.5161738,1486,0.4455772114,13.97289614,6486,1084,1472.942811,3024,0.4662349676,11.6538652,9881,3666,3561,987,0.152173913,4599,0.7090656799,729.7441905,2353,0.5116329637,9.707492566,1887,0.2909343201,924.6963907,671,0.355590885,18.31920131,3266,0.5035460993,552.9288072,1564,0.4788732394,9.008320331,3218,0.4961455442,394.5341187,1458,0.453076445,14.65001834
118,2020,Virginia,ACC,8171,1451,1996.571551,3655,0.4473136703,12659,5420,7569,1395,0.1707257374,5593,0.684493942,968.4260904,2772,0.4956195244,11.81451575,2578,0.315506058,1028.14546,883,0.3425135764,21.76748809,4336,0.5306572023,835.745556,1954,0.4506457565,11.9524437,3832,0.4689756456,1171.205776,1698,0.4431106472,17.11737205,8087,1459,1565.125363,3449,0.4264869544,13.8712981,11987,4871,5852,1427,0.1764560406,5466,0.6758995919,666.0004593,2611,0.4776802049,11.44240064,2621,0.3241004081,938.5260906,838,0.3197252957,21.24959183,4068,0.5030295536,635.2119441,1796,0.4414945919,11.14260421,4017,0.4967231359,545.8092684,1651,0.4110032362,16.93030402
119,2020,Virginia Tech,ACC,8185,1458,1529.746549,3507,0.4284667074,11299,4552,5802,1471,0.1797189982,5523,0.6747709224,569.8526824,2622,0.474741988,11.02564674,2662,0.3252290776,959.8938667,885,0.3324567994,21.09363793,3994,0.4879657911,533.9782498,1727,0.4323985979,11.01338151,4187,0.5115455101,1007.796786,1776,0.4241700502,16.10406248,8100,1472,1548.629851,3434,0.4239506173,13.86934284,11791,4671,6174,1435.5,0.1772222222,5494,0.6782716049,598.9811681,2585,0.4705132872,11.29718001,2606,0.3217283951,940.8832459,849,0.3257866462,21.64494262,4102,0.5064197531,618.6280164,1784,0.4349098001,11.11495266,3995,0.4932098765,492.8418017,1647,0.4122653317,16.89836169
120,2020,Wake Forest,ACC,7527,1354,1570.884355,3281,0.4358974359,11587,4600,5875,1289,0.1712501661,5168,0.6865949249,683.0353598,2498,0.4833591331,10.16354052,2359,0.3134050751,887.8489955,783,0.3319203052,19.85092034,3947,0.5243789026,718.4045533,1770,0.4484418546,10.35219996,3577,0.4752225322,858.2480679,1508,0.4215823316,15.03560931,7414,1356,1359.371356,3121,0.4209603453,12.75817713,10976,4439,5792,1308,0.1764229835,4999,0.6742649042,476.6783708,2345,0.4690938188,10.29145708,2415,0.3257350958,875.0018124,776,0.3213250518,20.16890178,3858,0.5203668735,494.2775024,1617,0.4191290824,10.38063282,3551,0.4789587267,343.7794754,1499,0.42213461,15.4063127
121,2020,Washington,Pac-12,4668,828,1023.016313,2088,0.4473007712,6838,2705,3476,755,0.161739503,3217,0.6891602399,516.4092821,1609,0.5001554243,11.12905941,1451,0.3108397601,506.6070308,479,0.3301171606,20.5230655,2294,0.4914310197,372.178661,1053,0.4590235397,10.96337943,2372,0.5081405313,654.1975318,1033,0.4354974705,15.77822148,4796,841,1090.239267,2160,0.4503753128,13.61170636,7213,2758,3827,726,0.1513761468,3374,0.7035029191,506.268744,1668,0.4943687018,11.22107218,1422,0.2964970809,706.8495178,492,0.3459915612,21.65581311,2484,0.5179316097,386.6888021,1129,0.4545088567,11.25486264,2310,0.4816513761,404.7232452,1029,0.4454545455,16.37615744
122,2020,Washington State,Pac-12,4420,775,1046.618246,2041,0.4617647059,6603,2629,3445,665,0.1504524887,3115,0.7047511312,576.4783639,1599,0.5133226324,11.12840464,1305,0.2952488688,470.1398821,442,0.338697318,20.34282709,2191,0.4957013575,417.098749,1033,0.4714742127,10.96120359,2229,0.5042986425,629.519497,1008,0.4522207268,15.45189687,4519,777,923.8338365,2034,0.4500995796,12.72864885,7147,2696,3357,670.5,0.148373534,3192,0.7063509626,477.4929732,1602,0.5018796992,10.93799397,1327,0.2936490374,573.3741647,432,0.3255463451,19.77454118,2372,0.5248948882,354.18634,1084,0.4569983137,10.70217523,2145,0.474662536,399.4765956,948,0.441958042,15.23972147
123,2020,Western Kentucky,Conference USA,5481,963,763.7639392,2223,0.4055829228,9267,3076,3747,889.5,0.1622879037,3746,0.6834519248,360.0291536,1695,0.4524826482,10.29740398,1735,0.3165480752,403.7347856,528,0.3043227666,17.62176694,3161,0.5767195767,375.6697298,1291,0.4084150585,9.88050089,2318,0.4229155264,396.4009569,930,0.4012079379,14.83886964,5308,969,752.4570388,2232,0.4204973625,11.57526327,8071,2894,3767,904,0.1703089676,3619,0.681801055,239.7779333,1678,0.4636639956,9.399721276,1689,0.318198945,474.7007633,554,0.3280047365,18.24551918,2776,0.5229841748,286.3004809,1155,0.4160662824,9.691993766,2528,0.4762622457,269.0045378,1073,0.4244462025,13.71760309
124,2020,Western Michigan,Mid-American,5124,918,1071.123524,2269,0.4428181109,7448,2936,3640,843.5,0.1646174863,3545,0.6918423107,447.7081043,1726,0.4868829337,11.31960961,1579,0.3081576893,623.41542,543,0.343888537,21.08788354,2611,0.5095628415,364.9541962,1133,0.4339333589,11.38980324,2510,0.4898516784,716.2673104,1133,0.4513944223,15.75471346,5034,915,980.975185,2189,0.4348430671,13.75065285,7720,2904,3194,834,0.1656734207,3469,0.6891140246,429.9331239,1680,0.4842894206,11.3801017,1565,0.3108859754,608.5921338,509,0.3252396166,21.35307537,2614,0.519268971,375.7781436,1142,0.4368783474,11.15699518,2418,0.4803337306,271.7369724,1045,0.4321753515,16.68915403
125,2020,West Virginia,Big 12,7426,1420,1372.583786,3150,0.4241852949,10844,4422,6208,1301,0.1751952599,5094,0.6859682198,696.9983029,2449,0.4807616804,11.48179471,2332,0.3140317802,675.5854827,701,0.3006003431,21.44643409,3849,0.5183140318,562.2635914,1650,0.4286827747,11.93458379,3571,0.4808779962,821.6381047,1494,0.4183702044,15.96833814,7607,1417,1308.876872,3159,0.4152754042,13.64573214,10578,4141,5504,1366,0.1795714474,5164,0.6788484291,628.6130462,2418,0.4682416731,11.48999246,2443,0.3211515709,822.2193666,741,0.3033155956,20.58894789,3764,0.4948074142,495.9140233,1564,0.4155154091,11.60638787,3838,0.5045352964,467.1105989,1590,0.4142782699,15.8175424
126,2020,Wisconsin,Big Ten,6953,1181,1289.803015,3012,0.4331943046,11347,4188,5064,1063,0.1528836473,4821,0.6933697684,601.9560528,2324,0.4820576644,11.76222812,2132,0.3066302316,687.846962,688,0.3227016886,22.37024818,3930,0.5652236445,545.9580954,1709,0.4348600509,11.66187064,3021,0.4344887099,747.1225344,1301,0.430652102,17.38802748,6741,1197,1119.775267,2913,0.4321317312,13.93031017,10024,3871,4484,1111.5,0.1648865154,4641,0.6884735202,515.6320149,2263,0.4876104288,11.55138694,2100,0.3115264798,725.0292326,650,0.3095238095,22.29442762,3519,0.5220293725,411.6635051,1526,0.4336459221,11.45649204,3218,0.4773772437,392.8126162,1383,0.4297700435,16.89230623
127,2020,Wyoming,Mountain West,4533,806,783.3567268,1939,0.4277520406,6789,2493,2825,717.5,0.1582836973,3122,0.6887271123,304.9935562,1489,0.4769378603,9.936351943,1411,0.3112728877,478.3631705,450,0.3189227498,19.37724702,2332,0.5144495919,311.4763089,1019,0.4369639794,9.972962308,2200,0.4853298037,473.6692828,919,0.4177272727,14.66880936,4522,803,906.4979913,1955,0.4323308271,12.46626725,6890,2587,3321,746.5,0.1650818222,3109,0.6875276426,373.7502585,1498,0.481826954,10.16257797,1413,0.3124723574,559.0626629,457,0.3234253362,19.83023417,2376,0.5254312251,351.1231939,1029,0.4330808081,10.30991457,2144,0.4741264927,263.0397788,924,0.4309701493,14.93405383
