"","season","team","conference","X2020.Off.Success.Rate.Rank","X2020.Off.Finishing.Drives","X2020.Off.Havoc","X2020.Def.Success.Rate.Rank","X2020.Def.Finishing.Drives","X2020.Def.Havoc","DK.Opener","TAN","SP.","off_plays","off_drives","off_total_ppa","off_epa_per_play","successful_plays","off_success_rate","off_line_yds_total","off_second_lvl_yds_total","off_open_field_yds_total","off_havoc_plays","off_havoc_total","off_standard_downs","off_standard_downs_rate","off_standard_down_ppa_total","off_standard_down_epa_play","off_standard_down_success","off_standard_downs_success_rate","off_standard_downs_explosiveness","off_passing_downs","off_passing_downs_rate","off_passing_down_ppa_play","off_passing_down_ppa","off_passing_down_successes","off_passing_downs_success_rate","off_passing_downs_explosiveness","off_rushing_plays","off_rushing_plays_rate","off_rushing_plays_ppa_play","off_rushing_plays_total_ppa","successful_rushes","off_rushing_plays_success_rate","off_rushing_plays_explosiveness","off_passing_plays","off_passing_plays_rate","off_passing_plays_ppa_play","off_passing_plays_total_ppa","successful_passes","off_passing_plays_success_rate","off_passing_plays_explosiveness","def_plays","def_drives","def_ppa_per_play","def_total_ppa","def_successful_def_downs","def_success_rate","def_explosiveness","def_line_yds_total","def_second_lvl_yds_total","def_open_field_yds_total","def_havoc_plays","def_havoc_total","def_standard_downs","def_standard_downs_rate","def_standard_down_ppa_per_play","def_standard_down_ppa_total","def_standard_down_successful_plays","def_standard_downs_success_rate","def_standard_downs_explosiveness","def_passing_downs","def_passing_downs_rate","def_passing_downs_ppa_per_play","def_passing_downs_total_ppa","def_passing_down_successes","def_passing_downs_success_rate","def_passing_downs_explosiveness","Def_rushing_plays","def_rushing_plays_rate","def_rushing_plays_ppa_per_play","def_rushing_plays_total_ppa","def_successful_rushes","def_rushing_plays_success_rate","def_rushing_plays_explosiveness","def_passing_plays","def_passing_plays_rate","def_passing_plays_ppa_per_play","def_passing_plays_ppa","def_passing_successes","def_passing_plays_success_rate","def_passing_plays_explosiveness","logo","color","alt_color","Conf","Div","Net.RP","X2021.Off.Adjust","X2021.Def.Adj","RP.Offense","RP.Defense","O.Pass","O.Recv","OL.Starts","OL.Played","O.Rush","D.Tackles","D.PD","D.INT","D.Sacks","D.TFL"
"45",2020,"Kansas State","Big 12",709,811,723,526,614,555,71.5,907.3,100.5,7572,1393,1433.415205,0.1893047022,3232,0.4268357105,10190,4030,5479,1310,0.1730058109,5171,0.6829107237,624.1672703,0.1207053317,2463,0.4763101915,11.14536385,2401,0.3170892763,0.3370462036,809.2479348,769,0.3202832153,20.94675851,3684,0.4865293185,0.1331012145,490.3448743,1555,0.4220955483,11.5861508,3882,0.5126782884,0.2458548394,954.4084864,1671,0.4304482226,15.41255503,7334,1379,0.1502850954,1102.190889,2991,0.4078265612,13.38436786,10093,3873,4989,1294,0.1764385056,4965,0.6769839106,0.09828083008,487.9643213,2297,0.4626384693,11.19695086,2369,0.3230160894,0.3052998242,723.2552836,694,0.2929506121,20.54715896,3690,0.5031360785,0.1052011175,388.1921234,1507,0.408401084,11.16240243,3639,0.4961821653,0.1059352599,385.4984107,1479,0.406430338,15.84166501,"http://a.espncdn.com/i/teamlogos/ncaa/500/2306.png","#633194","#e7d2ad","B12","",8.5,7,1.5,"96%","70%","97.15%","94.29%","100.00%","98.58%","80.87%","69.61%","69.05%","57.14%","83.93%","73.08%"
"46",2020,"Kent State","Mid-American",731,774,571,640,822,699,63.5,772.4,-26.3,4214,785,872.091367,0.2069509651,1871,0.4439962031,7105,2791,3788,651,0.1544850498,2928,0.6948267679,486.4111728,0.1661240344,1472,0.5027322404,11.73159659,1286,0.3051732321,0.2999068385,385.6801943,399,0.3102643857,21.596055,2302,0.5462743237,0.1946775603,448.1477437,1054,0.4578627281,12.00305653,1910,0.4532510679,0.223975854,427.7938811,815,0.4267015707,16.30854252,4361,778,0.1917343096,836.153324,1862,0.4269662921,13.69378195,7037,2589,2829,720.5,0.1652144004,3003,0.6886035313,0.1070134755,321.361467,1403,0.4671994672,11.27057442,1358,0.3113964687,0.3621113379,491.7471969,459,0.3379970545,20.79525853,2314,0.5306122449,0.1541776239,356.7670216,999,0.4317199654,10.905918,2043,0.4684705343,0.07002833766,143.0678938,859,0.4204601077,17.00095637,"http://a.espncdn.com/i/teamlogos/ncaa/500/2309.png","#002445","#f0b510","MAC","E",4.5,7,-2.5,"99%","52%","100.00%","100.00%","100.00%","93.64%","100.00%","65.06%","35.71%","33.33%","58.33%","54.84%"
"47",2020,"Kentucky","SEC",655,790,548,895,777,662,63.5,804.5,15.3,6995,1219,1195.112069,0.1708523329,3044,0.4351679771,9047,3327,3548,1231,0.1759828449,4826,0.6899213724,449.1783772,0.0930746741,2319,0.4805221716,9.595232062,2169,0.3100786276,0.3439067272,745.9336914,725,0.3342554172,18.32533397,3124,0.4466047177,0.1225215493,382.7573201,1368,0.437900128,9.247879552,3869,0.5531093638,0.2110272196,816.4643125,1674,0.4326699406,13.88935446,6894,1204,0.2390250234,1647.838511,3204,0.4647519582,11.9156855,10835,4116,4398,1080,0.1566579634,4849,0.7033652451,0.1775478978,860.9297564,2499,0.5153639926,9.923105155,2045,0.2966347549,0.5071118167,1037.043665,705,0.3447432763,18.96484395,3535,0.5127647229,0.1745946486,617.1920829,1685,0.4766619519,9.288700865,3356,0.486800116,0.1730552088,580.7732808,1516,0.4517282479,15.03378736,"http://a.espncdn.com/i/teamlogos/ncaa/500/96.png","#005DAA","#ffffff","SEC","E",5,2,3,"61%","77%","32.44%","95.34%","45.26%","66.43%","51.73%","80.13%","80.95%","75.00%","60.00%","67.16%"
"48",2020,"Liberty","FBS Independents",701,714,320,787,764,402,57.5,742.1,-63.3,6516,1172,1104.334914,0.1694804963,2771,0.4252608963,10376,3664,4326,1028.5,0.1578422345,4472,0.68631062,407.5949755,0.09114377807,2100,0.469588551,9.482559248,2044,0.31368938,0.3408708112,696.7399382,671,0.3282778865,18.62775389,3517,0.5397483118,0.1296113023,455.8429503,1516,0.4310491897,9.712946435,2996,0.459791283,0.218375832,654.2539928,1252,0.4178905207,14.45439889,6769,1167,0.2179863461,1475.549577,3023,0.4465947703,12.33662962,11495,4277,5664,1039,0.1534938691,4727,0.6983306249,0.1651635998,780.7283363,2355,0.4982018193,10.39873599,2042,0.3016693751,0.3573087049,729.6243755,668,0.3271302644,19.0023193,3712,0.5483823312,0.2029935442,753.512036,1690,0.4552801724,10.65317534,3053,0.4510267395,0.05683726683,173.5241756,1329,0.4353095316,14.66944476,"http://a.espncdn.com/i/teamlogos/ncaa/500/2335.png","#071740","#a61f21","IND","",2,2,0,"59%","64%","92.23%","49.16%","23.33%","48.03%","45.77%","67.23%","50.00%","63.64%","81.48%","77.46%"
"49",2020,"Louisiana","Sun Belt",694,645,587,727,578,622,62.5,784.2,-30.5,7838,1404,1550.638354,0.1978359727,3393,0.4328910436,12244,4669,6060,1303,0.1662413881,5384,0.686909926,722.0948023,0.1341186483,2590,0.4810549777,11.49098606,2454,0.313090074,0.3376298093,828.5435521,803,0.3272208639,20.70883789,4094,0.5223271243,0.1588340339,650.2665348,1795,0.4384465071,11.21270621,3742,0.4774177086,0.2416165555,904.1291507,1596,0.4265098878,16.30851196,7947,1410,0.1822383991,1448.248557,3443,0.4332452498,13.30166668,11837,4396,5275,1304.5,0.1641499937,5459,0.686925884,0.1178399396,643.28823,2619,0.4797581975,11.17291212,2488,0.313074116,0.3854965326,959.115373,824,0.3311897106,20.02754843,4122,0.5186862967,0.1229259972,506.7009605,1766,0.4284327996,10.87489531,3818,0.4804328677,0.09668206721,369.1321326,1670,0.437401781,16.12284807,"http://a.espncdn.com/i/teamlogos/ncaa/500/309.png","#ce2842","","SUN","W",11,6,5,"84%","91%","100.00%","88.65%","74.46%","78.53%","19.98%","96.16%","97.44%","100.00%","100.00%","53.70%"
"50",2020,"Louisiana Monroe","Sun Belt",565,647,539,803,632,603,76.5,838.1,28.5,8498,1477,1829.708937,0.2153105363,3803,0.4475170628,13432,5085,6116,1345.5,0.1583313721,5920,0.6966345022,856.8638845,0.144740521,2910,0.4915540541,11.16306181,2578,0.3033654978,0.3773642564,972.845053,893,0.3463925524,20.64990098,4461,0.5249470464,0.1628956035,726.6772871,2022,0.4532616005,10.66060672,4032,0.4744645799,0.2760937663,1113.210066,1776,0.4404761905,16.32539287,8447,1491,0.1798124661,1518.875901,3726,0.4411033503,13.11987823,13004,4782,5326,1379.5,0.1633124186,5889,0.6971705931,0.1138473078,670.4467956,2868,0.4870096791,11.01039579,2558,0.3028294069,0.3584488631,916.9121918,858,0.3354182955,20.09148559,4338,0.5135551083,0.1404748181,609.379761,1922,0.4430613186,10.83248236,4105,0.4859713508,0.1280983369,525.8436729,1800,0.4384896468,15.57921092,"http://a.espncdn.com/i/teamlogos/ncaa/500/2433.png","#231F20","#b18445",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",2020,"Louisiana Tech","Conference USA",739,605,373,597,725,548,59,745,-71.4,6422,1144,1195.694118,0.1861871875,2744,0.4272812208,9402,3397,4153,1040.5,0.1620211772,4404,0.6857676736,476.8532991,0.1082773159,2067,0.469346049,10.06715364,2018,0.3142323264,0.3562144791,718.8408188,677,0.3354806739,20.26800504,3191,0.4968857054,0.1241437115,396.1425835,1370,0.4293324976,9.695732159,3229,0.5028028652,0.2488190043,803.4365648,1372,0.4248993496,15.70631974,6355,1131,0.19251323,1223.421577,2719,0.427852085,12.37593012,9872,3688,4833,1047,0.1647521637,4333,0.6818253344,0.1195350757,517.9454832,2055,0.4742672513,10.23514958,2022,0.3181746656,0.3647688773,737.56267,664,0.3283877349,19.11453916,3328,0.52368214,0.1477945109,491.8601323,1443,0.43359375,10.14356502,3024,0.4758457907,0.1465065232,443.0357262,1273,0.4209656085,14.9834459,"http://a.espncdn.com/i/teamlogos/ncaa/500/2348.png","#002d65","#d3313a","CUS","W",1,-1,2,"50%","71%","31.39%","63.78%","44.09%","69.92%","41.29%","66.57%","72.73%","66.67%","88.24%","75.00%"
"52",2020,"Louisville","ACC",658,624,538,867,826,580,72.5,887.8,64.8,8087,1443,1591.374948,0.1967818658,3528,0.4362557191,11609,4424,5170,1369,0.1692840361,5553,0.6866575986,640.6132433,0.115363451,2693,0.484963083,10.76164597,2534,0.3133424014,0.3752019357,950.7617052,835,0.3295185478,21.74915214,3982,0.4923952022,0.1506295307,599.8067911,1794,0.4505273732,10.58635486,4101,0.5071101768,0.2437454316,999.600015,1730,0.4218483297,16.11456931,8128,1439,0.2128317969,1729.896845,3631,0.4467273622,13.65353097,12185,5005,6152,1394,0.1715059055,5617,0.6910679134,0.1340887762,753.1766561,2775,0.4940359623,11.17663491,2511,0.3089320866,0.4266115366,1071.221568,856,0.3409000398,21.61592473,4211,0.5180856299,0.1587686123,668.5746265,1880,0.4464497744,11.17742982,3912,0.4812992126,0.1849970879,723.708608,1746,0.4463190184,16.35760071,"http://a.espncdn.com/i/teamlogos/ncaa/500/97.png","#ad000a","#cccccc","ACC","A",6.5,7,-0.5,"98%","61%","99.38%","96.24%","100.00%","99.14%","100.12%","60.44%","56.10%","80.00%","61.90%","62.16%"
"53",2020,"LSU","SEC",488,641,330,883,705,595,77,909,115.2,7605,1321,1750.003145,0.2301121821,3555,0.4674556213,11290,4278,4668,1161.5,0.1527284681,5401,0.710190664,906.702961,0.1678768674,2795,0.5174967599,10.61402249,2204,0.289809336,0.382622588,843.3001839,760,0.3448275862,20.49798769,3672,0.4828402367,0.1744551181,640.5991938,1734,0.4722222222,10.37856294,3930,0.516765286,0.2839011115,1115.731368,1818,0.4625954198,14.9813877,7839,1315,0.1969840526,1544.157988,3557,0.4537568567,12.95143071,11902,4359,4216,1232,0.1571629034,5493,0.7007271336,0.1008835101,554.1531208,2706,0.4926269798,10.23589662,2346,0.2992728664,0.3997805974,937.8852816,851,0.362745098,21.26998157,3903,0.4978951397,0.1574330845,614.461329,1815,0.4650269024,10.10001351,3932,0.5015945911,0.1478121326,581.1973055,1738,0.4420142421,16.04506116,"http://a.espncdn.com/i/teamlogos/ncaa/500/99.png","#22005c","#fdd023","SEC","W",9.5,6.5,3,"85%","77%","100.00%","56.89%","100.00%","100.00%","88.23%","77.56%","79.07%","80.00%","67.35%","75.95%"
"54",2020,"Marshall","Conference USA",820,679,700,590,780,710,58.5,725,-90.3,6007,1080,938.4352423,0.1562236128,2511,0.418012319,9972,3627,4774,1016,0.169136008,4079,0.6790411187,378.962129,0.09290564575,1914,0.4692326551,9.943168349,1928,0.3209588813,0.29018315,559.4731133,597,0.3096473029,19.1018709,3370,0.5610121525,0.1306151032,440.1728977,1448,0.4296735905,10.13543353,2635,0.4386549026,0.1904613242,501.8655893,1061,0.4026565465,15.21886824,6088,1078,0.1860237519,1132.512601,2582,0.4241130092,12.35117562,10282,3889,5624,1001.5,0.1645039422,4174,0.6856110381,0.1232490487,514.4415292,1976,0.473406804,10.16217003,1914,0.3143889619,0.2650632921,507.3311411,606,0.3166144201,19.51298165,3371,0.5537122208,0.1872644351,631.2684106,1455,0.4316226639,10.90931182,2714,0.4457950066,0.06005816023,162.9978469,1124,0.4141488578,14.32896678,"http://a.espncdn.com/i/teamlogos/ncaa/500/276.png","#186329","#be854c","CUS","E",10,7,3,"96%","78%","100.00%","95.82%","90.29%","89.56%","100.00%","78.63%","67.74%","100.00%","90.00%","82.43%"
"55",2020,"Maryland","Big Ten",713,668,563,692,707,683,70,905.4,102.4,5940,1055,1071.917548,0.1804574997,2534,0.4265993266,8807,3301,4081,961,0.1617845118,4028,0.6781144781,448.9122521,0.1114479275,1902,0.4721946375,11.08899658,1912,0.3218855219,0.3258395901,623.0052963,632,0.3305439331,20.54535078,3063,0.5156565657,0.1255506965,384.5617832,1298,0.4237675482,10.88179092,2874,0.4838383838,0.2430748704,698.5971776,1233,0.4290187891,16.20406809,5751,1047,0.1767827572,1016.677637,2478,0.4308815858,13.168982,8459,3162,4142,937,0.1629281864,3962,0.6889236654,0.1197791902,474.5651514,1904,0.480565371,11.16244954,1789,0.3110763346,0.3702276374,662.3372434,574,0.3208496367,19.78691758,2976,0.5174752217,0.122974399,365.9718114,1268,0.4260752688,10.97242597,2772,0.4820031299,0.08685383296,240.758825,1207,0.4354256854,15.57492836,"http://a.espncdn.com/i/teamlogos/ncaa/500/120.png","#D5002B","#ffcd00","B1G","E",10.5,5.5,5,"80%","96%","100.00%","94.82%","48.43%","55.17%","30.73%","90.13%","100.00%","100.00%","96.43%","100.00%"
"56",2020,"Memphis","American Athletic",795,645,637,620,812,658,62.5,812.7,-14.8,7743,1378,1385.55174,0.1789424952,3298,0.4259331009,11465,4182,4830,1301.5,0.1680873047,5277,0.6815187912,555.3628697,0.1052421584,2489,0.4716695092,10.8510209,2466,0.3184812088,0.3366540433,830.1888707,809,0.3280616383,21.31800675,3832,0.4948986181,0.1313019751,503.1491687,1634,0.4264091858,10.6924412,3906,0.5044556373,0.228275748,891.6450717,1659,0.4247311828,16.45538829,7587,1372,0.1931392628,1465.347587,3228,0.4254646105,13.8797728,11423,4360,5244,1333,0.1756952682,5174,0.6819559773,0.1239292587,641.2099845,2444,0.472361809,11.51061877,2413,0.3180440227,0.4227029089,1019.982119,784,0.3249067551,21.38451596,4034,0.5316989587,0.113184442,456.5860392,1686,0.4179474467,11.19029594,3547,0.4675102148,0.1492709264,529.4639759,1536,0.4330420073,17.10328959,"http://a.espncdn.com/i/teamlogos/ncaa/500/235.png","#002447","#231f20","AAC","W",6.5,2,4.5,"59%","83%","15.75%","92.53%","54.95%","71.71%","93.09%","85.41%","89.74%","100.00%","73.08%","57.33%"
"57",2020,"Miami","ACC",605,675,727,573,694,517,74,903.7,101.9,8217,1480,1841.506301,0.2241093222,3730,0.45393696,12844,5320,6620,1371.5,0.1669100645,5715,0.69550931,927.897427,0.1623617545,2884,0.5046369204,11.4313261,2502,0.30449069,0.3651514283,913.6088736,846,0.3381294964,20.87658422,4284,0.5213581599,0.1917118959,821.2937621,1992,0.4649859944,11.30454752,3928,0.4780333455,0.2646256909,1039.449714,1733,0.441191446,16.16654568,8286,1487,0.1789551866,1482.822677,3458,0.4173304369,14.07790575,11882,4573,5774,1466.5,0.1769852764,5588,0.6743905383,0.08247482811,460.8693395,2556,0.457408733,11.44136247,2698,0.3256094617,0.3317094942,894.9522154,902,0.3343217198,21.50864841,4109,0.4958966932,0.1461706355,600.6151412,1752,0.4263811146,11.34150123,4171,0.5033791938,0.1339477442,558.6960412,1700,0.4075761208,17.01507376,"http://a.espncdn.com/i/teamlogos/ncaa/500/2390.png","#004325","#f0f0f0","ACC","C",12,7,5,"96%","90%","88.59%","99.48%","100.00%","100.00%","99.78%","89.07%","95.00%","100.00%","85.00%","81.03%"
"58",2020,"Miami (OH)","Mid-American",572,564,583,815,634,816,70,776.9,-41,4924,868,1128.904758,0.2292657915,2215,0.4498375305,9369,3448,4840,726.5,0.1475426483,3495,0.7097887896,595.2526104,0.1703154822,1730,0.4949928469,11.38937035,1429,0.2902112104,0.3734444697,533.6521471,485,0.3393981805,21.03365504,3049,0.6192120227,0.2116990517,645.4704087,1365,0.4476877665,12.06441964,1874,0.3805848903,0.2588263482,485.0405764,849,0.4530416222,15.95869333,4822,867,0.1842105159,888.2631076,2124,0.4404811282,13.36385666,7985,3090,3750,786.5,0.1631065948,3355,0.6957693903,0.131742441,441.9958895,1666,0.4965722802,11.17176072,1467,0.3042306097,0.2969742671,435.6612499,458,0.3122017723,20.94544894,2594,0.5379510577,0.1759100108,456.3105681,1168,0.4502698535,11.27840778,2226,0.4616341767,0.084237202,187.5120116,954,0.4285714286,16.08698705,"http://a.espncdn.com/i/teamlogos/ncaa/500/193.png","#a4000c","#f0f0f0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59",2020,"Michigan","Big Ten",751,814,777,653,721,656,78.5,981.8,109.6,6055,1081,1021.669783,0.1687315909,2601,0.4295623452,9098,3395,3739,1001.5,0.1654004955,4187,0.6914946325,457.6090158,0.1092928149,2002,0.4781466444,12.06586069,1868,0.3085053675,0.3019597255,564.0607672,599,0.3206638116,21.94778723,3175,0.524360033,0.1067085009,338.7994903,1352,0.4258267717,11.5617395,2875,0.4748142031,0.2427693784,697.9619629,1244,0.4326956522,17.4977132,5910,1079,0.1589178767,939.2046511,2483,0.4201353638,14.49598835,8139,3107,3953,1037,0.175465313,4014,0.6791878173,0.09356540769,375.5715465,1884,0.4693572496,12.01259127,1896,0.3208121827,0.3453306572,654.746926,599,0.31592827,22.40105736,2938,0.4971235195,0.09907148484,291.0720225,1227,0.4176310415,11.7996813,2969,0.5023688663,0.1323008322,392.8011708,1253,0.4220276187,17.1686578,"http://a.espncdn.com/i/teamlogos/ncaa/500/130.png","#00274c","#ffcb05","B1G","E",10,5,5,"78%","85%","65.30%","82.56%","89.13%","84.93%","84.38%","82.79%","100.00%","100.00%","55.56%","64.29%"
"60",2020,"Michigan State","Big Ten",755,667,618,585,705,554,74,901.3,117,6337,1116,1109.783694,0.1751276146,2697,0.4255957077,8874,3407,4098,1069,0.16869181,4314,0.6807637683,457.4575272,0.1060402242,2049,0.4749652295,11.04040744,2023,0.3192362317,0.3224548526,652.3261668,648,0.3203163618,21.00027094,3140,0.4955026038,0.1138336396,357.4376282,1331,0.4238853503,10.72673949,3194,0.5040239861,0.2376410529,759.0255229,1363,0.4267376331,15.86734766,6441,1128,0.165348874,1065.012097,2717,0.4218289086,13.3179561,9294,3616,4215,1117,0.1734202764,4381,0.680173886,0.1040490784,455.8390125,2065,0.4713535722,10.98146238,2060,0.319826114,0.3238004989,667.0290277,652,0.3165048544,20.71669156,3290,0.51079025,0.122102082,401.7158497,1403,0.426443769,10.80400079,3149,0.4888992392,0.08851709322,278.7403265,1312,0.4166402032,16.05254878,"http://a.espncdn.com/i/teamlogos/ncaa/500/127.png","#18453B","#ffffff","B1G","E",3.5,3.5,0,"70%","64%","34.81%","91.52%","86.16%","86.21%","65.62%","62.81%","68.00%","100.00%","50.00%","50.00%"
"61",2020,"Middle Tennessee","Conference USA",670,583,513,529,510,483,62,682,-58.9,5574,981,1019.85388,0.1829662504,2400,0.4305705059,9595,3760,4985,930.5,0.1669357732,3848,0.6903480445,543.9544847,0.1413603131,1851,0.481029106,9.539327367,1726,0.3096519555,0.2757238675,475.8993952,549,0.3180764774,16.59119708,3086,0.5536419089,0.1921093837,592.8495582,1386,0.449125081,9.610266555,2486,0.4459992824,0.1732353554,430.6630935,1012,0.407079646,13.30218437,5593,987,0.1776305165,993.487479,2406,0.4301805829,10.69554024,8910,3286,3975,947,0.1693187913,3820,0.6829966029,0.1073331657,410.0126929,1819,0.4761780105,8.755019155,1773,0.3170033971,0.3110645497,551.5174467,587,0.3310772702,16.83363664,2949,0.5272662256,0.1504192345,443.5863226,1309,0.4438792811,8.805462655,2643,0.4725549794,0.06715621661,177.4938805,1096,0.4146802876,12.96860506,"http://a.espncdn.com/i/teamlogos/ncaa/500/2393.png","#0079C2","#c3c5c8","CUS","E",9.5,4.5,5,"75%","93%","52.91%","97.35%","75.32%","87.95%","38.75%","94.52%","92.00%","100.00%","100.00%","85.25%"
"62",2020,"Minnesota","Big Ten",855,899,670,597,750,616,73.5,948.8,84.9,5470,1001,898.4094882,0.1642430509,2335,0.4268738574,8275,3198,4138,888,0.1623400366,3751,0.6857404022,430.7520267,0.114836584,1817,0.4844041589,12.00897667,1719,0.3142595978,0.2720520428,467.6574615,518,0.3013379872,23.53733988,2906,0.531261426,0.128214917,372.5925487,1268,0.4363386098,11.76010739,2562,0.4683729433,0.2071916508,530.8250092,1065,0.4156908665,17.97534104,5550,998,0.1608481385,892.7071685,2335,0.4207207207,14.71566784,8115,3115,3761,984,0.1772972973,3773,0.6798198198,0.09357187654,353.0466902,1754,0.4648820567,12.23119057,1777,0.3201801802,0.3257748883,578.9019766,581,0.3269555431,21.67996149,2791,0.5028828829,0.1161452241,324.1613204,1172,0.4199211752,11.83269174,2756,0.4965765766,0.1483577966,408.8740874,1160,0.4208998549,17.67114247,"http://a.espncdn.com/i/teamlogos/ncaa/500/135.png","#7F011B","#FFCC33","B1G","W",6,4,2,"72%","71%","98.57%","55.60%","51.23%","58.88%","99.63%","81.40%","47.06%","80.00%","94.44%","84.00%"
"63",2020,"Mississippi State","SEC",579,619,420,891,753,638,78,893.1,94.1,8084,1395,1716.025746,0.2122743376,3686,0.4559623949,12052,4477,4350,1237.5,0.1530801583,5684,0.7031172687,769.1011434,0.1353098423,2838,0.4992962702,10.60578626,2400,0.2968827313,0.3945519175,946.9246021,848,0.3533333333,20.09324502,4081,0.5048243444,0.1362823874,556.168423,1869,0.4579759863,9.868545218,3999,0.4946808511,0.2923608161,1169.150903,1813,0.4533633408,15.72455419,8172,1394,0.2071770741,1693.051049,3697,0.4523984337,13.08308925,12079,4488,5010,1315,0.1609153206,5728,0.7009300049,0.1249747751,715.855512,2839,0.4956354749,10.69221284,2444,0.2990699951,0.4349092413,1062.918186,858,0.3510638298,21.06676037,3991,0.4883749388,0.1589871709,634.517799,1815,0.4547732398,10.61647476,4179,0.5113803231,0.1299831437,543.1995573,1880,0.4498683896,15.42654259,"http://a.espncdn.com/i/teamlogos/ncaa/500/344.png","#762123","#FFFFFF","SEC","W",8.5,3.5,5,"69%","85%","71.38%","70.47%","73.96%","61.01%","61.01%","94.66%","78.13%","95.24%","81.82%","73.08%"
"64",2020,"Missouri","SEC",558,717,573,984,816,914,71.5,860.4,57.9,7341,1272,1555.984703,0.2119581396,3331,0.4537528947,11575,4165,4793,1174,0.1599237161,5180,0.7056259365,801.4889403,0.1547275946,2616,0.505019305,10.77073656,2161,0.2943740635,0.349141954,754.4957626,715,0.3308653401,20.73722685,3795,0.5169595423,0.1614355203,612.6477995,1764,0.4648221344,10.1458893,3543,0.482631794,0.2682364505,950.3617442,1564,0.4414338132,15.95295734,7448,1274,0.2254458166,1679.120442,3471,0.4660311493,12.98304425,11478,4230,4853,1127,0.1513157895,5278,0.7086466165,0.160714267,848.2499012,2714,0.514209928,10.64947445,2170,0.2913533835,0.5025988413,1090.639486,757,0.3488479263,20.99213498,3735,0.5014769066,0.1592910865,594.9522081,1756,0.4701472557,10.05025352,3710,0.4981203008,0.170987578,634.3639144,1712,0.4614555256,16.05560867,"http://a.espncdn.com/i/teamlogos/ncaa/500/142.png","#000000","#F1B82D","SEC","E",6.5,5,1.5,"79%","69%","98.91%","78.89%","58.88%","78.37%","29.25%","68.24%","62.50%","75.00%","89.47%","75.00%"
"65",2020,"Navy","American Athletic",580,588,521,525,599,607,78.5,853.3,27.8,7291,1257,1601.912894,0.2197109991,3255,0.4464408174,11726,4377,5142,1138,0.1560828419,5043,0.6916746674,721.6581711,0.1431009659,2469,0.48958953,10.93974508,2248,0.3083253326,0.3915723858,880.2547232,786,0.3496441281,20.87883133,3821,0.5240707722,0.1531507114,585.1888683,1709,0.4472651138,10.67062166,3468,0.475654917,0.2942109316,1020.323511,1544,0.4452133795,16.39929604,6977,1262,0.1609208825,1122.744997,2896,0.4150781138,13.46950287,10119,3805,4027,1233.5,0.1767951842,4680,0.6707754049,0.08861033596,414.6963723,2164,0.4623931624,10.95601523,2297,0.3292245951,0.3323220036,763.3436422,732,0.3186765346,21.00017832,3561,0.5103912857,0.1038201993,369.7037297,1457,0.4091547318,10.94808338,3413,0.4891787301,0.1105969767,377.4674813,1436,0.4207442133,16.35247959,"http://a.espncdn.com/i/teamlogos/ncaa/500/2426.png","#131630","#b6a77c","AAC","W",0.5,-2.5,3,"47%","77%","40.12%","63.63%","27.71%","42.57%","46.21%","83.31%","73.08%","33.33%","83.33%","83.64%"
"66",2020,"NC State","ACC",779,662,817,786,759,743,72.5,884.9,66.2,7932,1432,1540.260076,0.1941830656,3400,0.4286434695,10517,4325,5309,1475,0.1859556228,5372,0.6772566818,635.6408373,0.1183248022,2585,0.4811988086,11.02345901,2560,0.3227433182,0.3533668902,904.619239,815,0.318359375,21.96915112,3624,0.4568835098,0.1683746415,610.1897008,1591,0.43901766,11.15529755,4307,0.5429904186,0.2163541875,931.8374856,1808,0.4197817506,15.86871422,7959,1428,0.1924269155,1531.52582,3488,0.4382460108,13.39182597,11907,4886,6074,1335,0.16773464,5480,0.6885287096,0.1232778096,675.5623966,2688,0.4905109489,11.00043911,2479,0.3114712904,0.3658767484,907.0084592,800,0.3227107705,21.3354575,4154,0.5219248649,0.1518766646,630.8956649,1850,0.4453538758,11.13798022,3802,0.4776982033,0.1244633777,473.209762,1635,0.4300368227,15.97234801,"http://a.espncdn.com/i/teamlogos/ncaa/500/152.png","#EF1216","#231f20","ACC","A",7.5,2.5,5,"62%","90%","33.76%","57.88%","88.43%","85.98%","99.68%","91.97%","88.00%","100.00%","76.92%","87.61%"
